Date,Start,Visitor,PTS,Home,PTS,OverTime,Winner,Date
19/10/22,8:00p,8,122,21,130,OT,21,1
19/10/22,10:30p,14,102,28,112,,28,1
19/10/23,7:00p,13,125,15,126,,15,2
19/10/23,7:00p,23,119,19,110,,23,2
19/10/23,7:00p,7,85,22,94,,22,2
19/10/23,7:30p,9,127,3,126,OT,9,2
19/10/23,7:30p,4,101,5,120,,5,2
19/10/23,7:30p,18,93,0,107,,0,2
19/10/23,8:30p,27,100,12,108,,12,2
19/10/23,8:30p,16,111,25,120,,25,2
19/10/23,9:00p,1,95,10,100,,10,2
19/10/23,10:00p,17,95,24,124,,24,2
19/10/23,10:00p,11,108,29,100,,11,2
19/10/24,7:00p,6,117,23,100,,6,3
19/10/24,8:00p,2,117,26,111,,2,3
19/10/24,10:30p,28,141,20,122,,28,3
19/10/25,7:00p,21,106,18,112,,18,4
19/10/25,7:00p,9,121,15,99,,9,4
19/10/25,7:30p,16,109,3,113,,3,4
19/10/25,8:00p,13,110,4,102,,13,4
19/10/25,8:00p,12,123,8,116,,12,4
19/10/25,8:00p,27,97,1,85,,27,4
19/10/25,9:00p,24,107,11,108,OT,11,4
19/10/25,10:00p,29,122,17,112,,29,4
19/10/25,10:30p,10,86,14,95,,14,4
19/10/26,5:00p,5,131,2,126,OT,5,5
19/10/26,7:00p,0,117,23,111,,0,5
19/10/26,7:30p,22,99,6,103,,6,5
19/10/26,7:30p,18,118,16,95,,18,5
19/10/26,8:00p,21,108,13,84,,21,5
19/10/26,8:00p,19,99,7,110,,7,5
19/10/26,8:00p,8,123,26,126,,26,5
19/10/26,8:30p,27,122,25,124,,25,5
19/10/26,9:00p,17,81,10,113,,10,5
19/10/26,10:00p,28,122,24,130,,24,5
19/10/27,3:30p,20,92,1,120,,1,6
19/10/27,6:00p,3,133,4,134,OT,4,6
19/10/27,7:00p,29,121,12,119,,29,6
19/10/27,7:00p,5,109,9,116,,9,6
19/10/27,9:30p,15,101,14,120,,14,6
19/10/28,7:00p,13,98,16,105,,16,7
19/10/28,7:00p,19,94,23,96,,23,7
19/10/28,7:30p,22,95,21,104,,21,7
19/10/28,7:30p,0,105,6,103,,0,7
19/10/28,8:00p,1,112,26,116,,26,7
19/10/28,8:00p,7,112,2,129,,2,7
19/10/28,8:00p,20,134,8,123,,20,7
19/10/28,8:30p,29,110,25,113,,25,7
19/10/28,10:00p,10,96,24,95,,10,7
19/10/28,10:00p,11,101,17,94,,11,7
19/10/28,10:30p,15,96,28,111,,28,7
19/10/29,7:30p,6,97,5,112,,5,8
19/10/29,9:00p,12,109,11,106,,12,8
19/10/29,10:30p,4,91,14,120,,14,8
19/10/30,7:00p,13,111,7,117,,7,9
19/10/30,7:00p,16,83,22,95,,22,9
19/10/30,7:00p,9,95,0,117,,0,9
19/10/30,7:30p,2,105,18,116,,18,9
19/10/30,7:30p,19,118,3,108,,19,9
19/10/30,7:30p,23,113,21,125,,21,9
19/10/30,8:00p,29,102,1,99,,29,9
19/10/30,8:00p,26,159,27,158,,26,9
19/10/30,10:00p,15,118,17,111,,15,9
19/10/30,10:00p,28,96,10,110,,10,9
19/10/30,10:30p,24,121,20,110,,24,9
19/10/31,7:00p,5,106,6,97,,5,10
19/10/31,9:30p,11,107,8,122,,8,10
19/10/31,10:30p,25,97,28,103,,28,10
19/11/1,7:00p,26,116,3,123,,3,11
19/11/1,7:00p,7,95,19,102,,19,11
19/11/1,7:00p,2,123,22,91,,2,11
19/11/1,7:30p,16,102,18,104,,18,11
19/11/1,8:00p,23,106,13,112,,13,11
19/11/1,9:30p,14,119,12,110,OT,14,11
19/11/1,10:00p,10,101,17,102,,17,11
19/11/1,10:30p,25,127,20,110,,25,11
19/11/2,5:00p,8,104,1,115,,1,12
19/11/2,7:00p,3,109,23,113,,23,12
19/11/2,7:00p,11,91,22,87,,11,12
19/11/2,8:00p,24,114,4,105,,24,12
19/11/2,8:00p,21,105,2,115,,2,12
19/11/2,8:00p,9,131,27,109,,9,12
19/11/2,8:30p,15,93,20,87,,15,12
19/11/2,10:00p,0,129,29,128,,0,12
19/11/3,5:00p,13,95,19,108,,19,13
19/11/3,6:00p,26,100,5,129,,5,13
19/11/3,6:00p,17,113,16,92,,17,13
19/11/3,7:00p,14,103,25,96,,14,13
19/11/3,7:30p,12,131,7,111,,12,13
19/11/3,9:00p,10,94,28,105,,28,13
19/11/4,7:00p,23,99,27,115,,27,14
19/11/4,7:30p,8,125,3,135,,3,14
19/11/4,8:00p,26,107,4,100,,26,14
19/11/4,8:00p,2,134,9,106,,2,14
19/11/4,9:00p,0,109,24,114,,24,14
19/11/4,10:30p,29,118,20,127,,20,14
19/11/5,7:00p,19,120,15,122,OT,15,15
19/11/5,7:00p,18,119,7,113,,18,15
19/11/5,7:30p,25,100,6,108,,6,15
19/11/5,8:00p,14,118,13,112,,14,15
19/11/5,8:00p,22,94,1,102,,1,15
19/11/5,9:00p,5,89,11,109,,11,15
19/11/6,7:00p,16,102,23,122,,23,16
19/11/6,7:00p,27,106,19,121,,19,16
19/11/6,7:30p,13,113,6,93,,13,16
19/11/6,7:30p,20,112,26,129,,26,16
19/11/6,7:30p,17,120,21,124,,21,16
19/11/6,8:00p,9,121,4,137,,4,16
19/11/6,8:30p,22,106,12,107,,12,16
19/11/6,9:00p,0,104,10,106,,10,16
19/11/6,10:00p,2,129,28,124,,2,16
19/11/7,8:00p,18,108,15,87,,18,17
19/11/7,8:30p,1,112,25,121,,25,17
19/11/7,9:00p,5,124,24,108,,5,17
19/11/7,10:30p,29,101,28,107,,28,17
19/11/8,7:00p,23,106,19,112,,19,18
19/11/8,7:00p,4,86,22,118,,22,18
19/11/8,7:00p,7,113,27,100,,7,18
19/11/8,7:30p,17,121,6,109,,17,18
19/11/8,8:00p,20,119,9,125,OT,9,18
19/11/8,8:00p,21,122,8,104,,21,18
19/11/8,8:30p,16,106,12,102,,16,18
19/11/8,9:00p,0,97,11,100,,11,18
19/11/8,9:00p,2,100,10,103,,10,18
19/11/8,10:00p,3,119,29,115,,3,18
19/11/8,10:30p,5,80,14,95,,14,18
19/11/9,5:00p,18,135,25,115,,18,19
19/11/9,7:00p,8,115,15,110,,8,19
19/11/9,8:00p,26,117,13,94,,26,19
19/11/9,8:00p,12,138,4,122,,12,19
19/11/9,8:00p,20,108,1,114,,1,19
19/11/10,3:30p,11,100,9,98,OT,11,20
19/11/10,6:00p,19,109,22,102,,19,20
19/11/10,6:00p,15,106,0,114,,0,20
19/11/10,7:00p,2,121,1,119,,2,20
19/11/10,7:30p,7,108,16,87,,7,20
19/11/10,8:00p,3,112,24,138,,24,20
19/11/10,9:00p,6,113,29,124,OT,29,20
19/11/10,9:30p,21,113,14,104,,21,20
19/11/11,7:00p,9,120,23,114,,9,21
19/11/11,7:30p,12,106,18,116,,18,21
19/11/11,7:30p,4,113,25,109,,4,21
19/11/11,8:00p,26,122,8,116,,26,21
19/11/11,10:30p,10,122,20,108,,10,21
19/11/11,10:30p,21,88,28,98,,28,21
19/11/12,7:00p,1,85,19,111,,19,22
19/11/12,7:00p,7,97,0,98,,0,22
19/11/12,7:30p,23,108,5,117,,5,22
19/11/12,8:00p,16,102,13,120,,13,22
19/11/12,9:00p,6,125,11,121,,6,22
19/11/12,9:00p,14,123,24,115,,14,22
19/11/12,9:00p,3,114,10,119,,10,22
19/11/12,10:00p,29,99,17,107,,17,22
19/11/13,7:00p,4,119,15,117,,4,23
19/11/13,7:00p,0,97,22,112,,22,23
19/11/13,7:30p,27,133,18,140,,18,23
19/11/13,7:30p,28,93,26,102,,26,23
19/11/13,8:00p,25,114,9,129,,9,23
19/11/13,10:00p,20,94,14,120,,14,23
19/11/13,10:00p,21,114,29,106,,21,23
19/11/14,6:00p,5,108,7,97,,5,24
19/11/14,8:00p,13,115,2,124,,2,24
19/11/14,8:00p,28,127,8,132,,8,24
19/11/14,8:00p,12,103,16,106,,16,24
19/11/14,9:00p,6,112,24,128,,24,24
19/11/14,10:30p,3,93,11,101,,11,24
19/11/15,7:00p,23,106,15,109,,15,25
19/11/15,7:00p,25,109,22,111,,22,25
19/11/15,8:00p,19,102,26,111,,26,25
19/11/15,8:00p,10,106,4,107,,4,25
19/11/15,8:00p,27,137,9,116,,27,25
19/11/15,8:00p,0,119,1,127,OT,1,25
19/11/15,10:30p,18,105,20,100,,18,25
19/11/15,10:30p,17,97,14,99,,14,25
19/11/16,6:00p,3,117,13,111,,3,26
19/11/16,7:00p,2,102,19,83,,2,26
19/11/16,7:30p,15,103,16,102,,15,26
19/11/16,8:00p,8,94,5,109,,5,26
19/11/16,8:00p,26,125,9,105,,26,26
19/11/16,8:30p,21,102,12,110,,12,26
19/11/16,8:30p,29,121,25,116,,29,26
19/11/16,10:30p,6,101,28,150,,28,26
19/11/17,3:00p,0,114,7,95,,0,27
19/11/17,3:30p,18,99,17,100,,17,27
19/11/17,6:00p,11,131,4,114,,11,27
19/11/17,6:00p,27,121,22,125,,22,27
19/11/17,7:00p,20,100,8,108,,8,27
19/11/17,9:30p,6,101,14,122,,14,27
19/11/18,7:00p,7,105,16,123,,16,28
19/11/18,7:30p,19,115,3,86,,19,28
19/11/18,7:30p,15,96,21,132,,21,28
19/11/18,8:00p,2,115,13,101,,2,28
19/11/18,8:00p,29,108,26,132,,26,28
19/11/18,8:30p,25,110,12,117,,12,28
19/11/18,9:00p,18,99,24,85,,18,28
19/11/18,9:00p,9,112,10,102,,9,28
19/11/18,10:30p,1,88,28,90,,28,28
19/11/19,8:00p,20,114,4,95,,20,29
19/11/19,8:00p,29,104,8,115,,8,29
19/11/19,10:00p,24,116,17,120,,17,29
19/11/19,10:30p,1,107,14,112,,14,29
19/11/20,7:00p,16,104,0,109,,0,30
19/11/20,7:00p,25,132,27,138,,27,30
19/11/20,7:30p,2,135,6,127,,2,30
19/11/20,7:30p,15,91,3,101,,3,30
19/11/20,7:30p,20,94,12,142,,12,30
19/11/20,7:30p,7,100,5,124,,5,30
19/11/20,7:30p,22,97,21,113,,21,30
19/11/20,8:00p,23,89,13,109,,13,30
19/11/20,8:00p,10,103,9,95,,10,30
19/11/20,9:00p,26,95,11,105,,11,30
19/11/20,10:00p,18,104,28,107,OT,28,30
19/11/21,8:00p,29,129,2,137,,2,31
19/11/21,10:30p,8,124,24,121,,8,31
19/11/22,7:00p,6,103,23,128,,23,32
19/11/22,7:00p,15,118,27,125,,27,32
19/11/22,7:30p,17,97,3,116,,3,32
19/11/22,8:00p,5,116,13,108,,5,32
19/11/22,8:00p,14,130,1,127,,14,32
19/11/22,8:00p,25,104,0,115,,0,32
19/11/22,8:30p,7,101,12,143,,12,32
19/11/22,9:00p,18,92,11,96,,11,32
19/11/22,9:00p,20,109,10,113,,10,32
19/11/22,10:30p,26,119,28,122,,28,32
19/11/23,5:00p,24,100,9,98,,24,33
19/11/23,7:00p,13,116,15,115,,13,33
19/11/23,7:00p,22,106,19,111,,19,33
19/11/23,7:30p,21,119,6,116,,21,33
19/11/23,7:30p,25,111,16,104,,25,33
19/11/23,7:30p,5,86,0,113,,0,33
19/11/23,8:00p,29,104,7,110,,7,33
19/11/23,8:00p,14,109,4,108,,14,33
19/11/23,8:30p,23,90,2,104,,2,33
19/11/23,9:00p,8,120,10,128,,10,33
19/11/24,3:30p,12,137,26,123,,12,34
19/11/24,6:00p,3,103,16,101,,3,34
19/11/24,6:00p,17,113,27,106,,17,34
19/11/24,8:00p,24,104,11,116,,11,34
19/11/24,9:00p,8,109,28,134,,28,34
19/11/25,7:00p,3,108,7,106,,3,35
19/11/25,7:00p,22,88,23,103,,23,35
19/11/25,7:00p,4,114,19,126,,19,35
19/11/25,7:30p,9,125,6,113,,9,35
19/11/25,7:30p,17,102,18,103,,18,35
19/11/25,7:30p,15,100,5,117,,5,35
19/11/25,7:30p,0,96,21,101,,21,35
19/11/25,8:00p,29,117,13,94,,29,35
19/11/25,8:00p,10,118,2,122,,2,35
19/11/25,8:30p,14,114,25,104,,14,35
19/11/25,10:30p,1,100,20,97,,1,35
19/11/26,8:30p,28,114,12,99,,28,36
19/11/26,9:00p,27,104,11,117,,11,36
19/11/27,7:00p,3,110,18,121,,18,37
19/11/27,7:00p,23,101,15,102,,15,37
19/11/27,7:00p,22,116,7,104,,22,37
19/11/27,7:00p,10,102,19,121,,19,37
19/11/27,7:00p,17,91,0,97,,0,37
19/11/27,7:30p,16,98,21,126,,21,37
19/11/27,8:00p,5,108,26,117,,26,37
19/11/27,8:00p,28,121,4,119,,28,37
19/11/27,8:00p,6,102,2,111,,2,37
19/11/27,8:30p,9,113,25,101,,9,37
19/11/27,9:00p,27,140,24,132,,27,37
19/11/27,9:30p,14,114,8,110,,14,37
19/11/27,10:00p,1,119,29,136,,29,37
19/11/27,10:30p,13,90,20,104,,20,37
19/11/29,12:00p,18,107,3,112,,3,39
19/11/29,7:00p,15,110,23,107,,15,39
19/11/29,7:00p,21,90,22,83,,21,39
19/11/29,7:30p,2,119,7,110,,2,39
19/11/29,7:30p,0,101,16,95,,0,39
19/11/29,8:00p,6,104,19,105,OT,19,39
19/11/29,8:00p,10,103,4,94,,10,39
19/11/29,8:00p,20,105,5,122,,5,39
19/11/29,8:00p,8,104,1,109,,1,39
19/11/29,8:30p,28,97,25,107,,25,39
19/11/29,9:00p,12,120,24,113,,12,39
19/11/29,10:00p,13,103,29,107,,29,39
19/11/29,10:30p,27,103,14,125,,14,39
19/11/30,5:00p,11,97,17,100,OT,17,40
19/11/30,7:00p,19,116,0,119,,0,40
19/11/30,8:00p,6,111,26,158,,26,40
19/11/30,8:00p,15,96,2,137,,2,40
19/12/1,3:00p,5,109,3,106,,5,41
19/12/1,3:30p,4,115,9,107,,4,41
19/12/1,3:30p,18,113,16,104,,18,41
19/12/1,4:00p,12,114,14,100,,12,41
19/12/1,5:00p,25,98,23,132,,23,41
19/12/1,5:00p,1,107,8,104,,1,41
19/12/1,6:00p,20,96,22,100,,22,41
19/12/1,6:00p,10,110,21,130,,21,41
19/12/1,10:30p,27,125,28,150,,28,41
19/12/2,7:00p,24,109,15,104,,24,42
19/12/2,7:00p,10,94,0,103,,0,42
19/12/2,7:30p,20,79,6,104,,6,42
19/12/2,8:00p,19,117,4,104,,19,42
19/12/2,8:00p,16,88,2,132,,2,42
19/12/2,10:00p,13,113,17,106,,13,42
19/12/3,7:00p,23,127,7,94,,23,43
19/12/3,7:00p,22,127,27,120,,22,43
19/12/3,7:30p,12,118,8,97,,12,43
19/12/3,7:30p,5,121,21,110,OT,5,43
19/12/3,8:30p,26,133,25,135,2OT,25,43
19/12/3,9:00p,14,105,11,96,,14,43
19/12/3,10:00p,29,97,28,117,,28,43
19/12/4,7:00p,20,91,15,106,,15,44
19/12/4,7:00p,2,127,23,103,,2,44
19/12/4,7:00p,24,114,22,128,,22,44
19/12/4,7:30p,3,130,6,118,,3,44
19/12/4,7:30p,5,93,18,112,,18,44
19/12/4,8:00p,4,99,13,106,,13,44
19/12/4,8:00p,19,107,1,100,,19,44
19/12/4,8:30p,9,114,12,121,,12,44
19/12/4,9:00p,14,121,10,96,,14,44
19/12/4,10:00p,17,116,29,127,,29,44
19/12/5,7:00p,0,113,27,119,,27,45
19/12/5,7:30p,11,129,16,92,,11,45
19/12/5,7:30p,26,119,21,109,,26,45
19/12/5,8:00p,24,139,8,132,OT,24,45
19/12/6,7:00p,3,111,15,104,,3,46
19/12/6,7:00p,22,93,7,87,,22,46
19/12/6,7:00p,19,101,23,108,,23,46
19/12/6,8:00p,11,95,18,108,,18,46
19/12/6,8:00p,20,100,13,98,,20,46
19/12/6,8:00p,27,103,5,112,,5,46
19/12/6,8:00p,9,127,1,139,OT,1,46
19/12/6,8:30p,28,91,2,119,,2,46
19/12/6,8:30p,17,104,25,105,OT,25,46
19/12/6,10:30p,14,136,29,113,,14,46
19/12/7,2:00p,8,84,12,130,,12,47
19/12/7,7:30p,19,104,16,103,,19,47
19/12/7,7:30p,7,94,0,141,,0,47
19/12/7,8:00p,24,109,26,115,,26,47
19/12/7,10:00p,4,112,10,126,,10,47
19/12/8,3:00p,11,102,3,105,,3,48
19/12/8,5:00p,6,122,15,107,,6,48
19/12/8,6:00p,13,105,5,110,OT,5,48
19/12/8,6:00p,21,104,0,110,,0,48
19/12/8,6:00p,28,135,27,119,,28,48
19/12/8,7:00p,17,110,12,106,,17,48
19/12/8,9:00p,1,108,29,96,,1,48
19/12/8,9:30p,9,125,14,142,,14,48
19/12/9,7:00p,28,110,19,99,,28,49
19/12/9,7:30p,7,88,18,110,,18,49
19/12/9,8:00p,21,93,13,92,,21,49
19/12/9,8:00p,17,119,26,118,,17,49
19/12/9,8:00p,22,101,2,110,,2,49
19/12/9,8:00p,23,105,8,103,,23,49
19/12/9,9:00p,9,109,24,125,,24,49
19/12/9,9:00p,1,104,10,90,,1,49
19/12/9,10:30p,4,110,20,102,,4,49
19/12/10,7:00p,27,107,15,114,,15,50
19/12/10,8:00p,6,121,5,135,OT,5,50
19/12/10,8:00p,11,92,0,97,,0,50
19/12/10,10:00p,16,87,29,115,,29,50
19/12/11,7:00p,26,116,7,110,,26,51
19/12/11,7:00p,18,117,19,122,,19,51
19/12/11,7:00p,14,96,22,87,,14,51
19/12/11,7:00p,28,112,21,92,,28,51
19/12/11,7:30p,15,113,3,108,,15,51
19/12/11,8:00p,6,102,13,136,,13,51
19/12/11,8:00p,10,127,9,116,,10,51
19/12/11,9:00p,4,115,24,108,,4,51
19/12/11,9:30p,8,112,2,127,,2,51
19/12/11,10:00p,1,93,17,94,,17,51
19/12/11,10:30p,16,124,20,122,OT,16,51
19/12/12,8:00p,0,115,18,109,,0,52
19/12/12,8:30p,7,117,25,109,OT,7,52
19/12/12,9:00p,12,122,23,111,,12,52
19/12/12,10:30p,29,99,11,114,,11,52
19/12/13,7:00p,14,113,5,110,,14,53
19/12/13,7:00p,26,130,22,107,,26,53
19/12/13,7:00p,8,109,0,116,,0,53
19/12/13,7:30p,19,110,6,100,,19,53
19/12/13,8:00p,15,83,13,73,,15,53
19/12/13,8:00p,2,127,4,114,,2,53
19/12/13,9:00p,20,106,10,114,,10,53
19/12/13,9:30p,28,124,9,117,,28,53
19/12/13,10:00p,16,103,17,101,,16,53
19/12/14,5:00p,25,121,24,119,OT,25,54
19/12/14,7:30p,3,102,21,110,,21,54
19/12/14,8:00p,28,106,13,109,,13,54
19/12/14,8:00p,27,111,4,128,,4,54
19/12/14,8:30p,5,122,12,118,OT,5,54
19/12/14,8:30p,7,108,2,125,,2,54
19/12/14,9:00p,1,102,11,110,,11,54
19/12/14,9:00p,23,115,26,107,,23,54
19/12/15,3:30p,22,130,8,119,,22,55
19/12/15,5:00p,15,85,19,107,,19,55
19/12/15,6:00p,14,101,6,96,,14,55
19/12/15,6:00p,0,89,3,109,,3,55
19/12/15,8:00p,16,105,11,111,,11,55
19/12/15,8:30p,17,100,20,79,,17,55
19/12/16,7:00p,27,133,23,119,,27,56
19/12/16,7:30p,7,113,21,133,,21,56
19/12/16,8:00p,25,107,26,109,,26,56
19/12/16,8:00p,5,111,4,118,,4,56
19/12/16,8:00p,12,120,2,116,,12,56
19/12/16,8:00p,13,106,1,109,,1,56
19/12/16,9:00p,29,111,24,110,,29,56
19/12/17,7:00p,17,102,15,110,,15,57
19/12/17,7:00p,14,102,19,105,,19,57
19/12/17,7:30p,6,120,16,143,,16,57
19/12/17,8:00p,3,108,8,101,OT,3,57
19/12/17,9:00p,22,102,10,109,,10,57
19/12/17,10:30p,24,99,28,120,,28,57
19/12/18,7:00p,15,98,7,100,,7,58
19/12/18,7:00p,21,112,23,99,,21,58
19/12/18,7:00p,5,108,0,104,,5,58
19/12/18,7:00p,13,110,27,109,OT,13,58
19/12/18,8:00p,8,107,9,99,,8,58
19/12/18,8:00p,4,122,1,126,,1,58
19/12/18,9:00p,22,104,11,113,,11,58
19/12/18,9:30p,18,109,12,103,,18,58
19/12/18,10:00p,20,112,29,122,,29,58
19/12/19,7:30p,10,111,6,106,,10,59
19/12/19,8:00p,14,104,2,111,,2,59
19/12/19,8:30p,3,105,25,118,,25,59
19/12/19,10:30p,26,122,28,117,,26,59
19/12/20,7:00p,4,107,7,114,,7,60
19/12/20,7:00p,17,105,19,119,,19,60
19/12/20,7:30p,23,93,18,114,,18,60
19/12/20,7:30p,27,118,21,122,,21,60
19/12/20,8:00p,16,114,5,129,,5,60
19/12/20,8:00p,24,108,1,126,,1,60
19/12/20,8:00p,12,117,0,98,,12,60
19/12/20,9:00p,9,100,11,109,,11,60
19/12/20,10:00p,22,103,29,118,,29,60
19/12/20,10:30p,8,102,20,106,,20,60
19/12/21,5:00p,10,114,15,107,,10,61
19/12/21,6:00p,6,112,3,122,,3,61
19/12/21,7:00p,13,119,23,107,,13,61
19/12/21,7:00p,27,108,0,125,,0,61
19/12/21,7:30p,2,123,16,102,,2,61
19/12/21,8:00p,17,115,4,119,,4,61
19/12/21,8:30p,28,134,25,109,,28,61
19/12/21,9:00p,26,139,24,125,,26,61
19/12/21,10:00p,9,106,29,113,,29,61
19/12/22,3:30p,12,107,21,110,,21,62
19/12/22,6:00p,15,93,18,119,,18,62
19/12/22,7:00p,19,89,2,117,,2,62
19/12/22,7:00p,28,112,1,118,,1,62
19/12/22,9:30p,11,128,14,104,,11,62
19/12/23,7:00p,6,118,7,121,,7,63
19/12/23,7:00p,0,125,23,109,,0,63
19/12/23,7:00p,21,115,19,120,OT,19,63
19/12/23,7:00p,27,121,16,115,,27,63
19/12/23,7:00p,13,95,22,103,,22,63
19/12/23,7:30p,10,104,5,107,,5,63
19/12/23,8:00p,25,145,4,115,,25,63
19/12/23,9:00p,11,113,24,111,,11,63
19/12/23,10:00p,8,102,29,94,,8,63
19/12/23,10:00p,26,113,17,104,,26,63
19/12/23,10:30p,9,104,20,113,,20,63
19/12/25,12:00p,18,118,21,102,,18,65
19/12/25,2:30p,2,109,0,121,,0,65
19/12/25,5:00p,26,104,20,116,,20,65
19/12/25,8:00p,28,111,14,106,,28,65
19/12/25,10:30p,8,112,11,100,,8,65
19/12/26,7:00p,27,102,23,132,,23,66
19/12/26,7:30p,16,94,3,82,,16,66
19/12/26,8:00p,25,98,12,102,,12,66
19/12/26,8:00p,4,110,1,97,,4,66
19/12/26,10:00p,9,105,17,104,2OT,9,66
19/12/26,10:30p,29,115,10,121,,10,66
19/12/27,4:00p,7,117,18,129,,18,67
19/12/27,7:00p,1,104,15,102,OT,1,67
19/12/27,7:00p,0,97,22,98,,22,67
19/12/27,7:30p,2,112,6,86,,2,67
19/12/27,8:00p,19,112,5,113,,5,67
19/12/27,10:30p,24,96,20,105,,20,67
19/12/28,5:00p,4,110,11,119,,11,68
19/12/28,7:00p,21,113,18,97,,21,68
19/12/28,7:00p,19,98,8,120,,8,68
19/12/28,8:00p,6,81,13,116,,13,68
19/12/28,8:00p,3,98,26,108,,26,68
19/12/28,8:00p,0,116,5,117,OT,5,68
19/12/28,8:00p,7,94,9,88,,7,68
19/12/28,8:00p,16,107,27,100,,16,68
19/12/28,8:30p,12,141,20,121,,12,68
19/12/28,8:30p,22,100,2,111,,2,68
19/12/28,8:30p,23,109,25,136,,25,68
19/12/28,9:00p,24,112,17,110,,24,68
19/12/28,10:00p,14,128,29,120,,14,68
19/12/28,10:30p,10,120,28,107,,10,68
19/12/29,6:00p,1,98,21,97,,1,69
19/12/29,8:00p,17,115,11,120,,11,69
19/12/29,8:00p,15,104,4,117,,4,69
19/12/29,8:00p,26,112,8,127,,8,69
19/12/29,9:30p,12,95,14,108,,14,69
19/12/30,7:00p,6,101,22,93,,6,70
19/12/30,7:00p,5,105,27,123,,27,70
19/12/30,8:00p,2,123,13,102,,2,70
19/12/30,8:00p,3,115,9,122,OT,9,70
19/12/30,9:00p,23,81,10,104,,10,70
19/12/30,10:00p,24,122,29,116,,24,70
19/12/31,3:00p,18,109,15,92,,18,71
19/12/31,3:00p,0,97,19,115,,19,71
19/12/31,5:00p,28,105,17,87,,28,71
19/12/31,7:00p,11,104,26,130,,26,71
19/12/31,7:00p,20,113,25,117,OT,25,71
19/12/31,7:00p,7,97,21,117,,21,71
19/12/31,8:00p,12,101,1,106,,1,71
20/1/1,6:00p,22,122,27,101,,22,72
20/1/1,7:30p,29,93,16,117,,16,72
20/1/1,8:00p,9,104,2,106,,2,72
20/1/1,10:30p,24,107,14,117,,14,72
20/1/2,7:00p,15,109,7,106,,15,73
20/1/2,7:00p,11,124,19,116,,11,73
20/1/2,7:30p,21,76,5,84,,5,73
20/1/2,8:00p,10,102,13,98,,10,73
20/1/2,8:00p,20,84,9,99,,9,73
20/1/2,8:30p,3,111,12,123,,12,73
20/1/2,8:30p,1,109,25,103,,1,73
20/1/2,10:00p,4,123,17,128,,17,73
20/1/2,10:30p,23,112,28,126,,28,73
20/1/3,7:00p,6,106,18,109,,18,74
20/1/3,7:00p,5,85,22,105,,22,74
20/1/3,7:00p,29,122,27,103,,29,74
20/1/3,8:00p,0,108,26,118,,26,74
20/1/3,9:00p,16,112,24,120,,24,74
20/1/3,10:30p,8,113,14,123,,14,74
20/1/4,3:30p,4,140,28,114,,4,75
20/1/4,6:00p,21,121,3,102,,21,75
20/1/4,7:00p,10,109,22,96,,10,75
20/1/4,7:30p,19,111,6,116,,6,75
20/1/4,7:30p,1,121,7,106,,1,75
